"","legislator_id","legislator_status","legislator_name","legislator_cham_name","legislator_photo_url","legislator_gender","legislator_state","legislator_party","legislator_cabinet","legislator_building_address","legislator_telephone_number","legislator_email","legislator_comissions"
"242","204437","Titular","SEVERINO DE LIRA PESSÔA","SEVERINO PESSOA","http://www.camara.gov.br/internet/deputado/bandep/204437.jpg","masculino","AL","PRB","467","3","3215-5467","dep.severinopessoa@camara.leg.br",""
"243","204438","Titular","SERGIO TOLEDO DE ALBUQUERQUE","SERGIO TOLEDO","http://www.camara.gov.br/internet/deputado/bandep/204438.jpg","masculino","AL","PR","539","4","3215-5539","dep.sergiotoledo@camara.leg.br",""
"244","204352","Titular","CARLOS CAMILO GÓES CAPIBERIBE","CAMILO CAPIBERIBE","http://www.camara.gov.br/internet/deputado/bandep/204352.jpg","masculino","AP","PSB","209","4","3215-5209","dep.camilocapiberibe@camara.leg.br",""
"245","204353","Titular","ALINE PARANHOS VARONIL GURGEL","ALINE GURGEL","http://www.camara.gov.br/internet/deputado/bandep/204353.jpg","feminino","AP","PRB","342","4","3215-5342","dep.alinegurgel@camara.leg.br",""
"246","204486","Titular","CARLOS MAURO BENEVIDES FILHO","MAURO BENEVIDES FILHO","http://www.camara.gov.br/internet/deputado/bandep/204486.jpg","masculino","CE","PDT","731","4","3215-5731","dep.maurobenevidesfilho@camara.leg.br",""
"247","204487","Titular","WAGNER SOUSA GOMES","CAPITÃO WAGNER","http://www.camara.gov.br/internet/deputado/bandep/204487.jpg","masculino","CE","PROS","711","4","3215-5711","dep.capitaowagner@camara.leg.br",""
"248","204488","Titular","CELIO STUDART BARBOSA","CÉLIO STUDART","http://www.camara.gov.br/internet/deputado/bandep/204488.jpg","masculino","CE","PV","519","4","3215-5519","dep.celiostudart@camara.leg.br",""
"249","204489","Titular","MARCOS ROBERIO RIBEIRO MONTEIRO","ROBÉRIO MONTEIRO","http://www.camara.gov.br/internet/deputado/bandep/204489.jpg","masculino","CE","PDT","733","4","3215-5733","dep.roberiomonteiro@camara.leg.br",""
"250","204354","Titular","FLÁVIA CAROLINA PÉRES","FLÁVIA ARRUDA","http://www.camara.gov.br/internet/deputado/bandep/204354.jpg","feminino","DF","PR","646","4","3215-5646","dep.flaviaarruda@camara.leg.br",""
"251","204355","Titular","JOSIAS MARIO DA VITORIA","DA VITORIA","http://www.camara.gov.br/internet/deputado/bandep/204355.jpg","masculino","ES","PPS","579","3","3215-5579","dep.davitoria@camara.leg.br",""
"252","204356","Titular","AMARO ROCHA NASCIMENTO NETO","AMARO NETO","http://www.camara.gov.br/internet/deputado/bandep/204356.jpg","masculino","ES","PRB","515","4","3215-5515","dep.amaroneto@camara.leg.br",""
"253","204389","Titular","ELIAS VAZ DE ANDRADE","ELIAS VAZ","http://www.camara.gov.br/internet/deputado/bandep/204389.jpg","masculino","GO","PSB","303","4","3215-5303","dep.eliasvaz@camara.leg.br",""
"254","204390","Titular","ALCIDES RIBEIRO FILHO","PROFESSOR ALCIDES","http://www.camara.gov.br/internet/deputado/bandep/204390.jpg","masculino","GO","PP","441","4","3215-5441","dep.professoralcides@camara.leg.br",""
"255","204391","Titular","JOSÉ NELTO LAGARES DAS MERCEZ","JOSÉ NELTO","http://www.camara.gov.br/internet/deputado/bandep/204391.jpg","masculino","GO","PODE","703","4","3215-5703","dep.josenelto@camara.leg.br",""
"256","204392","Titular","FRANCISCO RODRIGUES VALE JUNIOR","FRANCISCO JR.","http://www.camara.gov.br/internet/deputado/bandep/204392.jpg","masculino","GO","PSD","643","4","3215-5643","dep.franciscojr@camara.leg.br",""
"257","204490","Titular","CHARLLES THOMACELLI EVANGELISTA","CHARLLES EVANGELISTA","http://www.camara.gov.br/internet/deputado/bandep/204490.jpg","masculino","MG","PSL","517","4","3215-5517","dep.charllesevangelista@camara.leg.br",""
"258","204491","Titular","GILBERTO APARECIDO ABRAMO","GILBERTO ABRAMO","http://www.camara.gov.br/internet/deputado/bandep/204491.jpg","masculino","MG","PRB","601","4","3215-5601","dep.gilbertoabramo@camara.leg.br",""
"259","204492","Titular","PAULO JOSE CARLOS GUEDES","PAULO GUEDES","http://www.camara.gov.br/internet/deputado/bandep/204492.jpg","masculino","MG","PT","833","4","3215-5833","dep.pauloguedes@camara.leg.br",""
"260","198197","Titular","GREYCE DE QUEIROZ ELIAS","GREYCE ELIAS","http://www.camara.gov.br/internet/deputado/bandep/198197.jpg","feminino","MG","AVANTE","340","4","3215-5340","dep.greyceelias@camara.leg.br",""
"261","98057","Titular","LAFAYETTE LUIZ DOORGAL DE ANDRADA","LAFAYETTE DE ANDRADA","http://www.camara.gov.br/internet/deputado/bandep/98057.jpg","masculino","MG","PRB","208","4","3215-5208","dep.lafayettedeandrada@camara.leg.br",""
"262","161550","Titular","EMIDIO ALVES MADEIRA JUNIOR","EMIDINHO MADEIRA","http://www.camara.gov.br/internet/deputado/bandep/161550.jpg","masculino","MG","PSB","270","3","3215-5270","dep.emidinhomadeira@camara.leg.br",""
"263","204494","Titular","FREDERICO BORGES DA COSTA","FRED COSTA","http://www.camara.gov.br/internet/deputado/bandep/204494.jpg","masculino","MG","PATRI","633","4","3215-5633","dep.fredcosta@camara.leg.br",""
"264","204357","Titular","ROSIANE MODESTO  DE OLIVEIRA","ROSE MODESTO","http://www.camara.gov.br/internet/deputado/bandep/204357.jpg","feminino","MS","PSDB","414","4","3215-5414","dep.rosemodesto@camara.leg.br",""
"265","204358","Titular","HUMBERTO REZENDE PEREIRA","BETO PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/204358.jpg","masculino","MS","PSDB","240","4","3215-5240","dep.betopereira@camara.leg.br",""
"266","204439","Titular","LEONARDO RIBEIRO ALBUQUERQUE","DR. LEONARDO","http://www.camara.gov.br/internet/deputado/bandep/204439.jpg","masculino","MT","SOLIDARIEDADE","445","4","3215-5445","dep.dr.leonardo@camara.leg.br",""
"267","204495","Titular","AIRTON LUIZ FALEIRO","AIRTON FALEIRO","http://www.camara.gov.br/internet/deputado/bandep/204495.jpg","masculino","PA","PT","327","4","3215-5327","dep.airtonfaleiro@camara.leg.br",""
"268","204496","Titular","CELSO SABINO DE OLIVEIRA","CELSO SABINO","http://www.camara.gov.br/internet/deputado/bandep/204496.jpg","masculino","PA","PSDB","282","3","3215-5282","dep.celsosabino@camara.leg.br",""
"269","204497","Titular","JOÃO FERRARI JÚNIOR","JÚNIOR FERRARI","http://www.camara.gov.br/internet/deputado/bandep/204497.jpg","masculino","PA","PSD","919","4","3215-5919","dep.juniorferrari@camara.leg.br",""
"270","204498","Titular","OLIVAL HENRIQUE MARQUES DE SOUZA","OLIVAL MARQUES","http://www.camara.gov.br/internet/deputado/bandep/204498.jpg","masculino","PA","DEM","382","3","3215-5382","dep.olivalmarques@camara.leg.br",""
"271","204499","Titular","CASSIO COELHO ANDRADE","CÁSSIO ANDRADE","http://www.camara.gov.br/internet/deputado/bandep/204499.jpg","masculino","PA","PSB","433","4","3215-5433","dep.cassioandrade@camara.leg.br",""
"272","204500","Titular","JOSE EDUARDO PEREIRA DA COSTA","EDUARDO COSTA","http://www.camara.gov.br/internet/deputado/bandep/204500.jpg","masculino","PA","PTB","286","3","3215-5286","dep.eduardocosta@camara.leg.br",""
"273","204393","Titular","ANTONIO RIBEIRO","FREI ANASTACIO RIBEIRO","http://www.camara.gov.br/internet/deputado/bandep/204393.jpg","masculino","PB","PT","442","4","3215-5442","dep.freianastacioribeiro@camara.leg.br",""
"274","204394","Titular","GERVÁSIO AGRIPINO MAIA","GERVÁSIO MAIA","http://www.camara.gov.br/internet/deputado/bandep/204394.jpg","masculino","PB","PSB","308","4","3215-5308","dep.gervasiomaia@camara.leg.br",""
"275","204423","Titular","ANDRÉ FERREIRA RODRIGUES","ANDRÉ FERREIRA","http://www.camara.gov.br/internet/deputado/bandep/204423.jpg","masculino","PE","PSC","450","4","3215-5450","dep.andreferreira@camara.leg.br",""
"276","157130","Titular","TÚLIO GADÊLHA SALES DE MELO","TÚLIO GADÊLHA","http://www.camara.gov.br/internet/deputado/bandep/157130.jpg","masculino","PE","PDT","360","4","3215-5360","dep.tuliogadelha@camara.leg.br",""
"277","204425","Titular","SILVIO SERAFIM COSTA FILHO","SILVIO COSTA FILHO","http://www.camara.gov.br/internet/deputado/bandep/204425.jpg","masculino","PE","PRB","402","4","3215-5402","dep.silviocostafilho@camara.leg.br",""
"278","204430","Titular","MARGARETE DE CASTRO COELHO","MARGARETE COELHO","http://www.camara.gov.br/internet/deputado/bandep/204430.jpg","feminino","PI","PP","210","4","3215-5210","dep.margaretecoelho@camara.leg.br",""
"279","204431","Titular","MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO","MARCOS AURÉLIO SAMPAIO","http://www.camara.gov.br/internet/deputado/bandep/204431.jpg","masculino","PI","MDB","565","3","3215-5565","dep.marcosaureliosampaio@camara.leg.br",""
"280","204395","Titular","PEDRO DEBONI LUPION MELLO","PEDRO LUPION","http://www.camara.gov.br/internet/deputado/bandep/204395.jpg","masculino","PR","DEM","375","3","3215-5375","dep.pedrolupion@camara.leg.br",""
"281","204396","Titular","NELSI COGUETTO MARIA","VERMELHO","http://www.camara.gov.br/internet/deputado/bandep/204396.jpg","masculino","PR","PSD","920","4","3215-5920","dep.vermelho@camara.leg.br",""
"282","204397","Titular","EMERSON MIGUEL PETRIV","BOCA ABERTA","http://www.camara.gov.br/internet/deputado/bandep/204397.jpg","masculino","PR","PROS","384","3","3215-5384","dep.bocaaberta@camara.leg.br",""
"283","204398","Titular","LUIS FELIPE BONATTO FRANCISCHINI","FELIPE FRANCISCHINI","http://www.camara.gov.br/internet/deputado/bandep/204398.jpg","masculino","PR","PSL","265","3","3215-5265","dep.felipefrancischini@camara.leg.br",""
"284","204399","Titular","JOSE CARLOS SCHIAVINATO","SCHIAVINATO","http://www.camara.gov.br/internet/deputado/bandep/204399.jpg","masculino","PR","PP","746","4","3215-5746","dep.schiavinato@camara.leg.br",""
"285","204400","Titular","ALINE SLEUTJES","ALINE SLEUTJES","http://www.camara.gov.br/internet/deputado/bandep/204400.jpg","feminino","PR","PSL","550","4","3215-5550","dep.alinesleutjes@camara.leg.br",""
"286","107283","Titular","GLEISI HELENA HOFFMANN","GLEISI HOFFMANN","http://www.camara.gov.br/internet/deputado/bandep/107283.jpg","feminino","PR","PT","232","4","3215-5232","dep.gleisihoffmann@camara.leg.br",""
"287","204440","Titular","CHRISTINO AUREO DA SILVA","CHRISTINO AUREO","http://www.camara.gov.br/internet/deputado/bandep/204440.jpg","masculino","RJ","PP","227","4","3215-5227","dep.christinoaureo@camara.leg.br",""
"288","76874","Titular","MARCELO RIBEIRO FREIXO","MARCELO FREIXO","http://www.camara.gov.br/internet/deputado/bandep/76874.jpg","masculino","RJ","PSOL","725","4","3215-5725","dep.marcelofreixo@camara.leg.br",""
"289","204441","Titular","OTONI MOURA DE PAULO JUNIOR","OTONI DE PAULA","http://www.camara.gov.br/internet/deputado/bandep/204441.jpg","masculino","RJ","PSC","484","3","3215-5484","dep.otonidepaula@camara.leg.br",""
"290","204442","Titular","JOÃO CARLOS SOARES GURGEL","GURGEL","http://www.camara.gov.br/internet/deputado/bandep/204442.jpg","masculino","RJ","PSL","937","4","3215-5937","dep.gurgel@camara.leg.br",""
"291","204444","Titular","HELIO FERNANDO BARBOSA LOPES","HELIO LOPES","http://www.camara.gov.br/internet/deputado/bandep/204444.jpg","masculino","RJ","PSL","405","4","3215-5405","dep.heliolopes@camara.leg.br",""
"292","108338","Titular","DIRLAINE JAQUELINE CASSOL","JAQUELINE CASSOL","http://www.camara.gov.br/internet/deputado/bandep/108338.jpg","feminino","RO","PP","242","4","3215-5242","dep.jaquelinecassol@camara.leg.br",""
"293","204359","Titular","LEONARDO BARRETO DE MORAES","LÉO MORAES","http://www.camara.gov.br/internet/deputado/bandep/204359.jpg","masculino","RO","PODE","503","4","3215-5503","dep.leomoraes@camara.leg.br",""
"294","204360","Titular","SILVIA CRISTINA AMANCIO CHAGAS","SILVIA CRISTINA","http://www.camara.gov.br/internet/deputado/bandep/204360.jpg","feminino","RO","PDT","524","4","3215-5524","dep.silviacristina@camara.leg.br",""
"295","133810","Titular","MARCELO PIRES MORAES","MARCELO MORAES","http://www.camara.gov.br/internet/deputado/bandep/133810.jpg","masculino","RS","PTB","258","4","3215-5258","dep.marcelomoraes@camara.leg.br",""
"296","204403","Titular","MARLON ARATOR SANTOS DA ROSA","MARLON SANTOS","http://www.camara.gov.br/internet/deputado/bandep/204403.jpg","masculino","RS","PDT","760","4","3215-5760","dep.marlonsantos@camara.leg.br",""
"297","204404","Titular","LUCAS BELLO REDECKER","LUCAS REDECKER","http://www.camara.gov.br/internet/deputado/bandep/204404.jpg","masculino","RS","PSDB","905","4","3215-5905","dep.lucasredecker@camara.leg.br",""
"298","204405","Titular","LIZIANE BAYER DA COSTA","LIZIANE BAYER","http://www.camara.gov.br/internet/deputado/bandep/204405.jpg","feminino","RS","PSB","538","4","3215-5538","dep.lizianebayer@camara.leg.br",""
"299","204406","Titular","PEDRO BANDARRA WESTPHALEN","PEDRO WESTPHALEN","http://www.camara.gov.br/internet/deputado/bandep/204406.jpg","masculino","RS","PP","526","4","3215-5526","dep.pedrowestphalen@camara.leg.br",""
"300","156190","Titular","MARCEL VAN HATTEM","MARCEL VAN HATTEM","http://www.camara.gov.br/internet/deputado/bandep/156190.jpg","masculino","RS","NOVO","271","3","3215-5271","dep.marcelvanhattem@camara.leg.br",""
"301","204407","Titular","FERNANDA MELCHIONNA E SILVA","FERNANDA MELCHIONNA","http://www.camara.gov.br/internet/deputado/bandep/204407.jpg","feminino","RS","PSOL","621","4","3215-5621","dep.fernandamelchionna@camara.leg.br",""
"302","204361","Titular","CARLOS ALBERTO CHIODINI","CARLOS CHIODINI","http://www.camara.gov.br/internet/deputado/bandep/204361.jpg","masculino","SC","MDB","925","4","3215-5925","dep.carloschiodini@camara.leg.br",""
"303","204362","Titular","RICARDO ZANATTA GUIDI","RICARDO GUIDI","http://www.camara.gov.br/internet/deputado/bandep/204362.jpg","masculino","SC","PSD","407","4","3215-5407","dep.ricardoguidi@camara.leg.br",""
"304","116379","Titular","DARCI DE MATOS","DARCI DE MATOS","http://www.camara.gov.br/internet/deputado/bandep/116379.jpg","masculino","SC","PSD","709","4","3215-5709","dep.darcidematos@camara.leg.br",""
"305","204408","Titular","LUIZ AUGUSTO CARVALHO RIBEIRO FILHO","GUSTINHO RIBEIRO","http://www.camara.gov.br/internet/deputado/bandep/204408.jpg","masculino","SE","SOLIDARIEDADE","379","3","3215-5379","dep.gustinhoribeiro@camara.leg.br",""
"306","204501","Titular","ALENCAR SANTANA BRAGA","ALENCAR SANTANA BRAGA","http://www.camara.gov.br/internet/deputado/bandep/204501.jpg","masculino","SP","PT","239","4","3215-5239","dep.alencarsantanabraga@camara.leg.br",""
"307","204502","Titular","NICOLINO BOZZELLA JUNIOR","JÚNIOR BOZZELLA","http://www.camara.gov.br/internet/deputado/bandep/204502.jpg","masculino","SP","PSL","582","3","3215-5582","dep.juniorbozzella@camara.leg.br",""
"308","204503","Titular","ALEXANDRE ROCHA SANTOS PADILHA","ALEXANDRE PADILHA","http://www.camara.gov.br/internet/deputado/bandep/204503.jpg","masculino","SP","PT","956","4","3215-5956","dep.alexandrepadilha@camara.leg.br",""
"309","204504","Titular","ANTONIO CEZAR CORREIA FREIRE","CEZINHA DE MADUREIRA","http://www.camara.gov.br/internet/deputado/bandep/204504.jpg","masculino","SP","PSD","533","4","3215-5533","dep.cezinhademadureira@camara.leg.br",""
"310","204363","Titular","OSIRES RODRIGUES DAMASO","OSIRES DAMASO","http://www.camara.gov.br/internet/deputado/bandep/204363.jpg","masculino","TO","PSC","474","3","3215-5474","dep.osiresdamaso@camara.leg.br",""
"311","204364","Titular","ELI DIAS BORGES","ELI BORGES","http://www.camara.gov.br/internet/deputado/bandep/204364.jpg","masculino","TO","SOLIDARIEDADE","248","4","3215-5248","dep.eliborges@camara.leg.br",""
"312","143084","Titular","TIAGO BRAGA PEREIRA","TIAGO DIMAS","http://www.camara.gov.br/internet/deputado/bandep/143084.jpg","masculino","TO","SOLIDARIEDADE","269","3","3215-5269","dep.tiagodimas@camara.leg.br",""
"313","204505","Titular","WAGNER BACH MARTINS","VAVÁ MARTINS","http://www.camara.gov.br/internet/deputado/bandep/204505.jpg","masculino","PA","PRB","901","4","3215-5901","dep.vavamartins@camara.leg.br",""
"314","204446","Titular","JOZIEL FERREIRA CARLOS","PROFESSOR JOZIEL","http://www.camara.gov.br/internet/deputado/bandep/204446.jpg","masculino","RJ","PSL","929","4","3215-5929","dep.professorjoziel@camara.leg.br",""
"315","198783","Titular","EMANUEL PINHEIRO DA SILVA PRIMO","EMANUEL PINHEIRO NETO","http://www.camara.gov.br/internet/deputado/bandep/198783.jpg","masculino","MT","PTB","374","3","3215-5374","dep.emanuelpinheironeto@camara.leg.br",""
"316","204365","Titular","GILSON MARQUES VIEIRA","GILSON MARQUES","http://www.camara.gov.br/internet/deputado/bandep/204365.jpg","masculino","SC","NOVO","431","4","3215-5431","dep.gilsonmarques@camara.leg.br",""
"317","204506","Titular","MARCOS ANTONIO PEREIRA","MARCOS PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/204506.jpg","masculino","SP","PRB","523","4","3215-5523","dep.marcospereira@camara.leg.br",""
"318","204409","Titular","DANIEL TRZECIAK DUARTE","DANIEL TRZECIAK","http://www.camara.gov.br/internet/deputado/bandep/204409.jpg","masculino","RS","PSDB","917","4","3215-5917","dep.danieltrzeciak@camara.leg.br",""
"319","204507","Titular","CARLA ZAMBELLI SALGADO","CARLA ZAMBELLI","http://www.camara.gov.br/internet/deputado/bandep/204507.jpg","feminino","SP","PSL","482","3","3215-5482","dep.carlazambelli@camara.leg.br",""
"320","204508","Titular","IGOR TARCIANO TIMO","IGOR TIMO","http://www.camara.gov.br/internet/deputado/bandep/204508.jpg","masculino","MG","PODE","726","4","3215-5726","dep.igortimo@camara.leg.br",""
"321","204447","Titular","FLORDELIS DOS SANTOS DE SOUZA","FLORDELIS","http://www.camara.gov.br/internet/deputado/bandep/204447.jpg","feminino","RJ","PSD","612","4","3215-5612","dep.flordelis@camara.leg.br",""
"322","204509","Titular","ÁUREA CAROLINA DE FREITAS E SILVA","ÁUREA CAROLINA","http://www.camara.gov.br/internet/deputado/bandep/204509.jpg","feminino","MG","PSOL","619","4","3215-5619","dep.aureacarolina@camara.leg.br",""
"323","204448","Titular","LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA","LUIZ ANTÔNIO CORRÊA","http://www.camara.gov.br/internet/deputado/bandep/204448.jpg","masculino","RJ","S.PART.","610","4","3215-5610","dep.luizantoniocorrea@camara.leg.br",""
"324","204510","Titular","FRANCO CARTAFINA GOMES","FRANCO CARTAFINA","http://www.camara.gov.br/internet/deputado/bandep/204510.jpg","masculino","MG","PP","283","3","3215-5283","dep.francocartafina@camara.leg.br",""
"325","204449","Titular","NELSON NED PREVIDENTE","NELSON BARBUDO","http://www.camara.gov.br/internet/deputado/bandep/204449.jpg","masculino","MT","PSL","635","4","3215-5635","dep.nelsonbarbudo@camara.leg.br",""
"326","204511","Titular","DAVID BEZERRA RIBEIRO SOARES","DAVID SOARES","http://www.camara.gov.br/internet/deputado/bandep/204511.jpg","masculino","SP","DEM","741","4","3215-5741","dep.davidsoares@camara.leg.br",""
"327","204450","Titular","LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR","DR. LUIZ ANTONIO TEIXEIRA JR.","http://www.camara.gov.br/internet/deputado/bandep/204450.jpg","masculino","RJ","PP","577","3","3215-5577","dep.dr.luizantonioteixeirajr@camara.leg.br",""
"328","204451","Titular","ANTÔNIO DA LUZ FURTADO","DELEGADO ANTÔNIO FURTADO","http://www.camara.gov.br/internet/deputado/bandep/204451.jpg","masculino","RJ","PSL","602","4","3215-5602","dep.delegadoantoniofurtado@camara.leg.br",""
"329","204366","Titular","RODRIGO COELHO","RODRIGO COELHO","http://www.camara.gov.br/internet/deputado/bandep/204366.jpg","masculino","SC","PSB","329","4","3215-5329","dep.rodrigocoelho@camara.leg.br",""
"330","204432","Titular","MARINA SANTOS BATISTA DIAS","MARINA SANTOS","http://www.camara.gov.br/internet/deputado/bandep/204432.jpg","feminino","PI","SOLIDARIEDADE","434","4","3215-5434","dep.marinasantos@camara.leg.br",""
"331","204452","Titular","MÁRCIO DA SILVEIRA LABRE","MÁRCIO LABRE","http://www.camara.gov.br/internet/deputado/bandep/204452.jpg","masculino","RJ","PSL","325","4","3215-5325","dep.marciolabre@camara.leg.br",""
"332","204512","Titular","MARCELO EDUARDO FREITAS","DELEGADO MARCELO FREITAS","http://www.camara.gov.br/internet/deputado/bandep/204512.jpg","masculino","MG","PSL","548","4","3215-5548","dep.delegadomarcelofreitas@camara.leg.br",""
"333","204367","Titular","DANIEL COSTA DE FREITAS","DANIEL FREITAS","http://www.camara.gov.br/internet/deputado/bandep/204367.jpg","masculino","SC","PSL","273","3","3215-5273","dep.danielfreitas@camara.leg.br",""
"334","204426","Titular","JOSÉ CARLOS VERAS DOS SANTOS","CARLOS VERAS","http://www.camara.gov.br/internet/deputado/bandep/204426.jpg","masculino","PE","PT","466","3","3215-5466","dep.carlosveras@camara.leg.br",""
"335","204368","Titular","FÁBIO LUIZ SCHIOCHET FILHO","FABIO SCHIOCHET","http://www.camara.gov.br/internet/deputado/bandep/204368.jpg","masculino","SC","PSL","758","4","3215-5758","dep.fabioschiochet@camara.leg.br",""
"336","204513","Titular","JOSÉ GUILHERME NEGRÃO PEIXOTO","GUIGA PEIXOTO","http://www.camara.gov.br/internet/deputado/bandep/204513.jpg","masculino","SP","PSL","333","4","3215-5333","dep.guigapeixoto@camara.leg.br",""
"337","204427","Titular","FERNANDO RODOLFO TENORIO DE VASCONCELOS","FERNANDO RODOLFO","http://www.camara.gov.br/internet/deputado/bandep/204427.jpg","masculino","PE","PR","481","3","3215-5481","dep.fernandorodolfo@camara.leg.br",""
"338","204514","Titular","MARCIO TADEU ANHAIA DE LEMOS","CORONEL TADEU","http://www.camara.gov.br/internet/deputado/bandep/204514.jpg","masculino","SP","PSL","756","4","3215-5756","dep.coroneltadeu@camara.leg.br",""
"339","204428","Titular","MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR","MARÍLIA ARRAES","http://www.camara.gov.br/internet/deputado/bandep/204428.jpg","feminino","PE","PT","654","4","3215-5654","dep.mariliaarraes@camara.leg.br",""
"340","204453","Titular","NATÁLIA BASTOS BONAVIDES","NATÁLIA BONAVIDES","http://www.camara.gov.br/internet/deputado/bandep/204453.jpg","feminino","RN","PT","748","4","3215-5748","dep.nataliabonavides@camara.leg.br",""
"341","204454","Titular","DANIEL LUCIO DA SILVEIRA","DANIEL SILVEIRA","http://www.camara.gov.br/internet/deputado/bandep/204454.jpg","masculino","RJ","PSL","403","4","3215-5403","dep.danielsilveira@camara.leg.br",""
"342","204410","Titular","LUISA CANZIANI DOS SANTOS SILVEIRA","LUISA CANZIANI","http://www.camara.gov.br/internet/deputado/bandep/204410.jpg","feminino","PR","PTB","842","4","3215-5842","dep.luisacanziani@camara.leg.br",""
"343","204411","Titular","FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO","FILIPE BARROS","http://www.camara.gov.br/internet/deputado/bandep/204411.jpg","masculino","PR","PSL","745","4","3215-5745","dep.filipebarros@camara.leg.br",""
"344","204369","Titular","CAROLINE RODRIGUES DE TONI","CAROLINE DE TONI","http://www.camara.gov.br/internet/deputado/bandep/204369.jpg","feminino","SC","PSL","476","3","3215-5476","dep.carolinedetoni@camara.leg.br",""
"345","204515","Titular","ANDRE LUIS GASPAR JANONES","ANDRÉ JANONES","http://www.camara.gov.br/internet/deputado/bandep/204515.jpg","masculino","MG","AVANTE","580","3","3215-5580","dep.andrejanones@camara.leg.br",""
"346","204516","Titular","Alexis Joseph Steverlynck Fonteyne","ALEXIS FONTEYNE","http://www.camara.gov.br/internet/deputado/bandep/204516.jpg","masculino","SP","NOVO","845","4","3215-5845","dep.alexisfonteyne@camara.leg.br",""
"347","179587","Titular","VITOR HUGO DE ARAUJO ALMEIDA","MAJOR VITOR HUGO","http://www.camara.gov.br/internet/deputado/bandep/179587.jpg","masculino","GO","PSL","803","4","3215-5803","dep.majorvitorhugo@camara.leg.br",""
"348","204517","Titular","JOSE VITOR DE RESENDE AGUIAR","ZÉ VITOR","http://www.camara.gov.br/internet/deputado/bandep/204517.jpg","masculino","MG","PMN","525","4","3215-5525","dep.zevitor@camara.leg.br",""
"349","204518","Titular","FREDERICO DE CASTRO ESCALEIRA","DR. FREDERICO","http://www.camara.gov.br/internet/deputado/bandep/204518.jpg","masculino","MG","PATRI","568","3","3215-5568","dep.dr.frederico@camara.leg.br",""
"350","204519","Titular","TIAGO LIMA MITRAUD DE CASTRO LEITE","TIAGO MITRAUD","http://www.camara.gov.br/internet/deputado/bandep/204519.jpg","masculino","MG","NOVO","544","4","3215-5544","dep.tiagomitraud@camara.leg.br",""
"351","204520","Titular","GERALDO JUNIO DO AMARAL","CABO JUNIO AMARAL","http://www.camara.gov.br/internet/deputado/bandep/204520.jpg","masculino","MG","PSL","302","4","3215-5302","dep.cabojunioamaral@camara.leg.br",""
"352","204455","Titular","LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA","LUIZ LIMA","http://www.camara.gov.br/internet/deputado/bandep/204455.jpg","masculino","RJ","PSL","504","4","3215-5504","dep.luizlima@camara.leg.br",""
"353","204456","Titular","GUTEMBERG REIS DE OLIVEIRA","GUTEMBERG REIS","http://www.camara.gov.br/internet/deputado/bandep/204456.jpg","masculino","RJ","MDB","856","4","3215-5856","dep.gutembergreis@camara.leg.br",""
"354","204457","Titular","ROGERIO TEIXEIRA JUNIOR","JUNINHO DO PNEU","http://www.camara.gov.br/internet/deputado/bandep/204457.jpg","masculino","RJ","DEM","641","4","3215-5641","dep.juninhodopneu@camara.leg.br",""
"355","204458","Titular","FABIANA SILVA DE SOUZA","MAJOR FABIANA","http://www.camara.gov.br/internet/deputado/bandep/204458.jpg","feminino","RJ","PSL","509","4","3215-5509","dep.majorfabiana@camara.leg.br",""
"356","204459","Titular","DANIELA MOTE DE SOUZA CARNEIRO","DANIELA DO WAGUINHO","http://www.camara.gov.br/internet/deputado/bandep/204459.jpg","feminino","RJ","MDB","950","4","3215-5950","dep.danieladowaguinho@camara.leg.br",""
"357","204521","Titular","PAULO SERGIO ABOU ANNI","ABOU ANNI","http://www.camara.gov.br/internet/deputado/bandep/204521.jpg","masculino","SP","PSL","339","4","3215-5339","dep.abouanni@camara.leg.br",""
"358","204522","Titular","MARCO AURELIO BERTAIOLLI","MARCO BERTAIOLLI","http://www.camara.gov.br/internet/deputado/bandep/204522.jpg","masculino","SP","PSD","401","4","3215-5401","dep.marcobertaiolli@camara.leg.br",""
"359","204523","Titular","LUCAS DE VASCONCELOS GONZALEZ","LUCAS GONZALEZ","http://www.camara.gov.br/internet/deputado/bandep/204523.jpg","masculino","MG","NOVO","581","3","3215-5581","dep.lucasgonzalez@camara.leg.br",""
"360","204460","Titular","Carlos Roberto Coelho de Mattos Júnior","CARLOS JORDY","http://www.camara.gov.br/internet/deputado/bandep/204460.jpg","masculino","RJ","PSL","383","3","3215-5383","dep.carlosjordy@camara.leg.br",""
"361","204461","Titular","PAULO GUSTAVO GANIME ALVES TEIXEIRA","PAULO GANIME","http://www.camara.gov.br/internet/deputado/bandep/204461.jpg","masculino","RJ","NOVO","230","4","3215-5230","dep.pauloganime@camara.leg.br",""
